Date,ABBN,ADEN,BAER,CFR,CSGN,GEBN,GIVN,LHN,LONN,NESN,NOVN,ROG,SCMN,SGSN,SLHN,SREN,UBSG,UHR,ZURN,SIK,SMI
15/01/2018,26.94,79.58,64.14,88.9,18.385,428.8,2261,59.08,264.4,82.9,83.54,244.4,518.6,2589,355,92.96,18.905,408,313.1,8305,9537.28
12/01/2018,27.13,79.42,63.24,89.34,18.29,430,2270,58.9,264.5,82.48,83.88,245.8,520.4,2575,356,92.96,18.895,406.6,313.6,8305,9546.61
11/01/2018,26.91,78.58,62.74,89.6,18.17,431.2,2257,59.24,264.3,82.4,83.32,244.5,519.4,2575,354.2,92.02,18.7,407.9,311.7,8270,9503.85
10/01/2018,26.88,78.4,62.58,89.1,17.85,431.7,2247,58.5,266.5,83.2,83.8,247.2,520.8,2586,353,91.56,18.59,408.3,308.6,8270,9524.96
09/01/2018,27.07,78.98,62.44,89.86,17.82,434.1,2272,59.04,271,84.4,84.96,249.8,530.6,2610,351.5,91.96,18.58,411.4,308.7,8305,9611.61
08/01/2018,26.93,78.5,62.08,89.74,17.775,433.7,2276,58.3,270.2,83.64,83.94,249.5,526.6,2601,349.9,91.3,18.5,408,301.3,8130,9541.73
05/01/2018,26.92,78.9,61.46,89.54,17.64,436.7,2327,58,270.9,83.74,84.08,252.2,524.8,2602,350.7,92.26,18.36,402.6,300.1,8070,9556.98
04/01/2018,26.72,77.32,61.12,89.4,17.83,432.8,2305,57.32,269,83.3,83.06,251.6,522.2,2579,348.3,91.96,18.48,401.8,298.3,7995,9509.28
03/01/2018,26.43,76.12,60.24,89.3,17.57,430.1,2291,56.04,269.8,83.38,83.5,251.1,520.4,2559,344.7,91.34,18.33,402.8,296.5,7895,9478.92
29/12/2017,26.12,74.55,59.6,88.3,17.4,429.1,2252,54.95,263.3,83.8,82.4,246.5,518.5,2541,345,91.25,17.94,397.4,296.6,7740,9381.87
28/12/2017,26.22,74.55,59.55,88.9,17.42,430.8,2249,55,262.7,83.9,82.7,247.4,519.5,2529,345.8,91.4,17.95,398.1,297.8,7825,9405.8
27/12/2017,26.4,75.05,59.5,89.6,17.56,431.5,2262,55,263.4,84.05,82.95,247.2,521,2539,345.6,92,17.97,399,298.2,7885,9430.44
22/12/2017,26.27,74.6,59.3,89,17.82,430.5,2242,54.4,261.7,83.6,82.2,246.3,519.5,2530,344.3,91.8,18.11,395.8,298,7815,9394.49
21/12/2017,26.31,74.85,59.55,89.15,17.84,430.6,2240,54.75,262.3,83.5,82.95,246.8,520.5,2520,346.4,92.2,18.22,396.7,299.9,7820,9424.67
20/12/2017,26.14,74.2,59.2,88.05,17.39,427.1,2221,53.9,258.2,82.65,81.85,244,515.5,2480,344.5,91.4,17.96,393.7,298.1,7745,9314.83
19/12/2017,26.12,74.3,59.6,88.45,17.52,425.6,2229,54.1,262.6,83.6,83.8,244.7,523,2483,344.7,91.6,18.15,395.5,300.3,7635,9399.17
18/12/2017,26.12,74.8,59.65,89.9,17.59,426.1,2213,54.15,267.2,84.2,84.1,246,524,2493,345.1,92.8,18.18,396.8,303.9,7755,9452.32
15/12/2017,25.77,74,59,89.05,17.47,425.1,2201,53.8,259.9,84.3,83.8,244.1,523,2457,341.4,92.5,18.01,394.3,302,7630,9394.71
14/12/2017,25.85,74.15,58.3,88.15,17.39,426.2,2233,52.7,264.7,85,83.85,241.7,520,2470,338.2,92.1,17.92,392.5,300.5,7600,9383.02
13/12/2017,25.69,74.25,57.45,88,17.46,428.9,2266,53.1,265.9,85.75,83.85,241.7,517,2475,334.5,91.45,17.85,382.5,300.7,7600,9394.55
12/12/2017,25.79,74.25,57.5,88.05,17.29,427.7,2260,52.5,263.5,85.5,83.55,241.7,518,2470,331.1,90.9,17.65,384.1,297.6,7565,9361.41
11/12/2017,25.75,73.9,57.2,87.8,17.21,425,2247,52.6,257.1,85,83,240.6,518,2458,332.8,90.5,17.56,386.8,296.4,7525,9314.76
08/12/2017,25.92,74.1,57.3,87.1,17.19,427.5,2255,52.95,257.1,85.35,83.1,240.5,524,2476,329.9,90.65,17.35,373.3,297.6,7530,9319.16
07/12/2017,25.53,73.8,57.1,86.35,16.73,426.7,2254,52.5,250.8,85.5,82.05,242.3,524,2467,327.6,90.75,16.99,369.7,297,7560,9270.57
06/12/2017,25.43,73.55,56.65,86.2,16.69,425.3,2265,52.75,252.7,85.8,82.5,247.2,520.5,2457,328,90.3,16.89,368,296.7,7585,9309.99
05/12/2017,25.27,73.6,57,86,16.82,427.4,2253,53.35,253.3,84.75,83.05,245.1,520,2444,328.8,90.55,17,364.6,297.1,7565,9288.92
04/12/2017,25.44,73.6,57.25,85.9,16.96,428.1,2231,53.3,252.6,84.4,84.1,247,524.5,2449,332,92.35,17.1,362.4,297.8,7530,9328.63
01/12/2017,24.92,73.2,57.05,85.65,16.57,422.4,2213,52.8,255.8,83.75,83.8,248.1,518.5,2417,327,91.85,16.95,361,294.1,7525,9274.55
30/11/2017,25.19,74.4,57.8,84.7,16.66,427.8,2238,53.8,257.1,84.25,84.2,248.2,519,2432,330.2,92.2,16.99,358.7,297.2,7600,9318.77
29/11/2017,25.12,74.15,57.1,84.2,16.34,426.5,2215,54,254.6,84.95,83.7,247.8,515.5,2402,329.8,92.85,17.01,358.1,295.6,7575,9304.42
28/11/2017,25.33,74.7,57.05,84.85,16.12,429,2216,54.1,257.8,86,83.6,248.1,512.5,2441,327.2,91.85,16.82,354.1,293.6,7505,9264.39
27/11/2017,25.06,73.9,56.4,86.1,16.15,426.4,2206,54.65,257.9,84.9,83,245.8,511,2410,329.2,91.55,16.81,356.7,293.1,7435,9264.39
24/11/2017,25.08,73.55,60.25,86.85,16.35,427,2231,55.45,258.9,85.2,83.4,246.5,510.5,2423,334.5,92.1,16.94,365,298.1,7525,9325.6
23/11/2017,24.9,73.8,60,87,16.33,427.3,2221,55.25,260.1,84.85,83.6,246.9,510,2410,333.1,92.05,16.91,366,296.8,7480,9315.56
22/11/2017,24.91,73.7,60.2,86.75,16.27,426.1,2228,54.85,261.8,84.25,83.3,246.8,509.5,2404,333.8,92.2,16.9,366.2,296.9,7455,9291.84
21/11/2017,25.27,74.4,60.35,87.45,16.3,428,2283,55.25,264.9,84.95,83.55,244,508.5,2423,335,92.55,16.96,367,299.2,7540,9324.53
20/11/2017,25.14,74.5,60.45,87.75,15.95,426.8,2289,55.75,262.6,84.75,83.1,243.6,508,2427,334.1,92.3,16.94,366.8,298.6,7610,9299.61
17/11/2017,24.89,73.95,59,86.65,15.88,423.8,2269,55.2,259.9,84.4,83.3,230.1,505.5,2400,335.7,92.85,16.98,360.7,299.8,7420,9183.61
16/11/2017,25.03,74,58.85,86.65,15.92,427.5,2262,55.15,260.5,83.95,82.4,229,507.5,2420,337.3,92.35,16.95,361.1,297.5,7345,9146.82
15/11/2017,24.88,73.7,58.05,85.25,15.7,426.4,2235,54.55,254.9,83.65,82.05,227.8,505,2406,336.3,92,16.8,358.3,297.5,7270,9089.55
14/11/2017,25.06,74.3,58.15,86.1,15.81,427,2255,55.45,257.1,83.95,82.1,228.5,505,2421,338.6,92.45,16.87,365.6,298.9,7325,9130.48
13/11/2017,25.27,74.5,58,86.6,15.79,428.8,2250,56.25,256.6,84.4,82.55,228.3,503.5,2417,341.6,92.8,16.92,367.6,300.1,7310,9162.74
10/11/2017,25.16,75.25,58.65,86.8,15.96,428.7,2244,56.65,258,83.45,81.65,227.7,504,2422,346,93,17.01,368.3,301.6,7305,9134.16
09/11/2017,25.6,76,58.5,90.25,15.95,434.7,2240,57.4,258.4,83.6,81.8,228.9,505.5,2425,345.4,93.3,16.86,372.5,303.4,7290,9177.82
08/11/2017,26.13,77.7,58.65,91.15,16.17,441,2279,57,266.5,84.25,82.65,230.9,506.5,2450,351.1,93.85,16.95,379.2,303.6,7425,9265.83
07/11/2017,26.14,77.45,58.75,90.75,16.16,437.4,2249,55.9,266.2,83.5,82.3,230.8,503,2459,343.6,93.25,16.94,376.6,301.2,7380,9220.16
06/11/2017,26.12,78.25,58.75,91.9,16.08,440.1,2257,56.35,267,84.3,83.6,232.6,504.5,2459,344.2,93.4,16.94,381.2,302.1,7385,9288.78
03/11/2017,26.18,78.85,59.45,92.25,16.14,444.4,2271,56.95,268.2,84.75,83.6,232.7,502,2470,344.8,93.35,17.07,392.7,302.9,7415,9322.05
02/11/2017,26.05,78.55,59.4,91.45,16.34,444.4,2238,56.35,266.5,83.8,82.85,231.9,502.5,2466,346.8,93.85,17.17,391.8,305.7,7370,9279.65
01/11/2017,26.26,78.65,59.05,91.8,15.64,441.4,2244,55.7,264.6,83.85,83.5,231.6,503,2457,348.5,93.9,16.92,394.9,306,7330,9267.82
31/10/2017,26.08,79.15,59,92,15.73,451.6,2228,56.35,265,83.9,82.2,230.5,504,2464,346.8,93.85,16.98,391,304.5,7385,9242.18
30/10/2017,25.23,78.25,58.45,92.1,15.85,472.8,2218,56,265.2,82.8,81.6,229.5,500.5,2423,345.5,93.85,16.86,390.5,302,7245,9175.5
27/10/2017,25.29,78.05,58.7,91.75,15.88,474.9,2220,56.85,267.1,82.65,81.05,230.1,499,2411,348,93.9,17.08,391.2,303.2,7375,9183.42
26/10/2017,25.32,77.7,59.6,91.2,16.05,471.6,2205,57.35,264,82.8,81.3,229.8,498.9,2408,353.5,94.35,17.21,393.6,303.9,7385,9200.08
25/10/2017,24.76,76.35,58.6,90.5,15.95,463.7,2182,56.7,256,81.55,80.5,228.9,493.1,2357,345.5,91.2,17.07,398.9,296.2,7230,9084.04
24/10/2017,24.8,76.3,58.4,89,16.06,466.5,2187,57.3,258.9,82.9,82.6,233.5,497.3,2352,346.6,91.25,17.24,391.4,297.7,7180,9194.84
23/10/2017,24.92,77.65,58.35,88.85,15.92,466.9,2188,57.35,258.5,82.75,85.15,234.9,497.2,2349,345.2,91.95,17.16,389.6,297,7185,9248.49
20/10/2017,24.99,76.95,58.2,88.1,15.9,461.3,2163,57.3,256.4,83.45,84.45,234.4,495.8,2336,345.7,92.05,17.12,392.3,297.6,7155,9237.13
19/10/2017,24.75,76.1,57.5,88.25,15.55,464.4,2154,56.45,256,83.9,84.35,238.6,496.5,2330,342.4,90.55,16.86,389.1,294.3,7080,9233.52
18/10/2017,24.48,76.65,58.55,89.25,15.65,466.4,2163,56.3,259.9,84.75,84.65,244.3,499.8,2331,343.5,90.15,16.98,395.4,292.2,7135,9309.61
17/10/2017,24.41,75.7,58.2,88.3,15.64,462.8,2156,55.85,261,83.9,84.1,245.5,499.3,2311,342.6,90.1,16.9,393,292.8,7070,9269.86
16/10/2017,24.3,75.65,58.15,88.55,15.46,463.8,2161,56.35,264.6,84.15,84.5,243.7,500.5,2319,343.4,90.7,16.82,395.3,293.8,7080,9274.59
13/10/2017,24.43,75.95,58.25,89.45,15.45,469.9,2171,57.2,268.3,84.85,83.9,244.7,502,2326,346.5,91.45,16.91,391.9,295.1,7180,9311.69
12/10/2017,24.34,75.85,57.75,89.55,15.4,468.5,2168,57.15,268.7,84.3,83.95,244.9,502,2322,344.5,91.45,16.83,395.6,296,7260,9297.34
11/10/2017,24.45,75.85,57.1,89.35,15.39,465.6,2148,56.7,265.3,83.6,83.8,245.9,501.5,2313,342.3,90.6,16.69,399,294.6,7165,9265.34
10/10/2017,24.41,76.4,57.55,89.05,15.48,466,2157,57.3,261.1,83.7,83.45,246.4,498.7,2323,341.3,90,16.74,400.6,295.1,7175,9267.17
09/10/2017,24.5,75.4,57.55,88.2,15.5,463.1,2092,56.95,260.3,83.4,84,247.2,497.6,2317,341.5,89.4,16.73,397.8,294.5,7125,9259.34
06/10/2017,24.45,75.1,57.35,88.5,15.72,461.5,2085,56.1,259.4,82.9,84.05,247.9,496.2,2309,340.4,89.6,16.75,396.6,294.4,7125,9252.12
05/10/2017,24.47,75.8,57.8,89.9,15.51,463.6,2106,56.3,259.3,83.1,83.7,247.7,498.8,2333,342.6,88.75,16.78,400.9,295.3,7280,9262.66
04/10/2017,24.48,75.5,57.35,89.7,15.5,460.7,2123,56.4,262.1,83.4,84.2,249.4,494.8,2322,342.8,88.25,16.62,406.7,294,7375,9283.97
03/10/2017,24.29,75.55,57.9,89.75,15.47,459.8,2111,56.5,257.9,83.3,84.25,249.6,495.4,2319,345.6,88.65,16.7,403.1,295.8,7350,9283.74
02/10/2017,24.18,76.1,57.35,88.5,15.35,458.9,2100,55.75,257.8,82.35,84.2,250.4,496,2310,342.6,87.85,16.61,405,295.3,7290,9242.15
29/09/2017,23.94,75.4,57.3,88.5,15.33,458.1,2107,56.6,254,81.1,82.9,247.2,496.2,2323,341.1,87.7,16.55,402.8,295.4,7205,9157.46
28/09/2017,23.87,74.35,56.9,87.3,15.25,457.1,2095,56.2,250.9,81.05,82.55,247,492,2324,337.4,86.25,16.45,396.4,289.8,7210,9112.16
27/09/2017,23.87,74.35,56.8,87.4,15.27,451.1,2089,56.35,247.9,81.55,82.4,246.5,492.2,2217,333,85.8,16.42,391,286.4,7175,9098.58
26/09/2017,23.78,74.15,56.45,86.95,15.07,453.7,2097,56,251.5,82.55,82.9,246.8,493.5,2244,329.2,84.8,16.21,387.6,284.2,7205,9113.65
25/09/2017,23.93,74.5,56.6,87,15.05,456.6,2116,56.5,255.9,81.1,83.85,250,494.1,2261,332.8,85.55,16.29,384.9,286.3,7260,9140.47
22/09/2017,23.93,74.6,56.7,87.7,15.24,458.5,2113,59.2,255.6,80.55,83.45,248,489,2250,337,86.25,16.44,382.8,288,7315,9136.72
21/09/2017,23.98,75.95,56.45,86.95,15.26,456.7,2093,59.1,258.2,80.7,82.95,249,489.4,2260,336.8,85.5,16.5,381.2,288.4,7225,9134.13
20/09/2017,23.7,75.25,56.45,86.15,15.03,455.3,2091,59.4,256.4,80.9,82.9,247,491.2,2262,333.7,84.55,16.22,381.5,288.2,7205,9095.65
19/09/2017,23.66,74.25,56.35,87.25,15.03,454.5,2061,58.9,256.7,81.4,82.75,244.8,490,2262,335.8,85.25,16.32,379.1,287.8,7205,9093.2
18/09/2017,23.56,73.95,56,88.05,14.91,453.4,2028,58.35,252.1,81.25,82.1,243.7,483,2252,335,85.25,16.16,376,286.4,7180,9048.11
15/09/2017,23.43,73.3,54.95,87.5,14.89,447.1,2024,58.3,252.9,80.95,82.4,243.2,482.2,2232,333,85.75,16.05,373.3,287.1,7125,9028.05
14/09/2017,23.58,73.75,55,86.75,14.98,454.4,2035,58.2,252.2,81.15,83.1,244,482.4,2260,338.5,87.35,16.12,370.6,291.7,7100,9071.43
13/09/2017,23.42,72.7,54.5,87.85,14.92,451.8,2027,57.7,254,81.2,82.65,242.9,480.4,2249,343.4,87.5,16.1,374.4,291.5,7100,9053.62
12/09/2017,23.35,72.15,54.3,88.9,14.78,449.4,2037,57.85,252.2,81.4,82.45,242.3,480.6,2230,345.3,87.8,16.07,389.7,291.3,7100,9053.62
11/09/2017,23.08,71.4,54.2,87.95,14.31,447.4,2023,57.2,251.7,81.4,81.4,241.5,481.4,2222,341.3,86.9,15.78,388,287,7050,8982.23
08/09/2017,22.75,70.4,53.4,87.15,13.97,442.5,2017,56.6,247.9,80.65,81,244.6,476.5,2187,333.7,83.35,15.56,383,279.8,6935,8912.05
07/09/2017,22.77,70.15,53.25,87.35,13.9,441,2007,56.2,246,80.85,80.95,243.9,477.5,2190,333.5,82.9,15.57,380.9,280.1,6945,8906.66
06/09/2017,22.73,69.7,53.35,86.1,14.01,438.5,1973,55.95,242.5,80.55,80.1,242.6,475.1,2176,335.4,83.75,15.56,375.4,280.5,6800,8859.47
05/09/2017,22.61,69.75,53.05,86,13.92,438.5,1977,56.5,244,80.95,80.1,242.3,476,2136,337.3,84.5,15.51,377.2,282.5,6800,8869.56
04/09/2017,22.45,69.85,53.4,84.9,14,438.4,1973,56.85,243.1,80.25,80.05,242.7,477.6,2142,342.2,85.85,15.7,378,285,6870,8864.46
01/09/2017,22.41,69.85,54.3,86.15,14.17,439.3,1974,57.15,244.5,81.15,80.85,244.2,482,2150,346.6,86.95,15.8,386.5,287.4,6875,8941.62
31/08/2017,22.2,69.5,53.6,85.75,14.1,438.1,1960,56.35,242.8,81.35,80.9,243.5,483.6,2143,343.2,86.85,15.8,382.8,286.9,6800,8925.45
30/08/2017,21.9,69.2,53.4,85.05,14.09,441.2,1964,56.1,242,80.95,79.25,241.2,480.6,2129,344.8,86.25,15.83,377.8,286.3,6720,8851.26
29/08/2017,21.71,68.45,53,84.95,14,439.3,1948,55.95,237.1,80.6,79.2,241.1,474.6,2112,338.7,85.5,15.71,375.1,285.3,6655,8814.54
28/08/2017,22.08,69,53.65,85.5,14.36,441.1,1961,57,237.8,80.35,79.4,241.9,477,2129,344,87,16.01,376.3,290.1,6655,8864.23
25/08/2017,22.26,69.65,53.75,85.25,14.43,444.4,1968,57.25,237.8,80.6,80.2,242,479,2149,346.7,87.9,16.08,377.6,292.1,6700,8906.18
24/08/2017,22.29,70.65,53.8,85,14.36,445.5,1967,57.65,236.5,81.45,80.45,242.5,481.9,2157,345.9,88.5,16.11,377.5,292.7,6750,8943.04
23/08/2017,22.33,71.25,53.55,84,14.35,447,1953,58.1,233.7,82.05,80.55,242.9,482.7,2155,345.7,88.6,16.09,374.3,293,6735,8958.49
22/08/2017,22.31,71.25,54.4,83.75,14.36,456.9,1953,58.2,234.4,81.95,80.65,243,484.7,2161,347.2,88.45,16.13,373.8,292.7,6700,8963.83
21/08/2017,21.89,70.3,53.95,82.45,14.26,452,1935,57.55,230.2,81.3,79.95,240.4,479.5,2144,346.3,87.65,16.11,371.5,291.7,6695,8883.78
18/08/2017,21.94,70.25,53.9,82.2,14.38,446.5,1930,57.5,229.1,80.85,79.8,241.4,474.6,2141,346.2,87.45,16.23,371,291.6,6640,8874.35
17/08/2017,22.25,70.85,54.15,82.8,14.31,451.4,1946,57.9,233.3,81.25,80.65,244.2,476.3,2161,345.8,87.8,16.3,374.2,293.5,6795,8945.4
16/08/2017,22.48,71.2,54.7,83.6,14.59,479,1954,58.5,232.2,81.85,81.95,245.1,478.7,2169,350.4,88.7,16.61,377.3,296.2,6715,9037.92
15/08/2017,22.22,70.65,54.45,83.4,14.56,479.9,1939,57.95,229.2,81.7,81.6,245,480.7,2163,350.7,88.7,16.63,377,295.1,6670,9012.52
14/08/2017,22.29,70.1,54.3,84.15,14.63,479.7,1940,58.15,224.8,82.4,81.5,244.4,481.6,2154,350.9,89.35,16.65,381.9,294,6715,9031.27
11/08/2017,21.98,69.05,52.45,82.6,14.34,469.5,1916,57.5,222.3,80.85,79.9,242.3,472.6,2128,345.6,88.25,16.38,375.1,289.2,6590,8884.04
10/08/2017,22.08,69.4,53.4,83.25,14.53,472.6,1928,58.05,223,81.65,80.45,243,476.5,2149,348.3,88.65,16.55,378,292.1,6560,8949.86
09/08/2017,22.35,74.15,53.9,83.8,14.76,476.5,1944,58.65,224.9,82.2,80.95,244.9,479.7,2164,354.5,90.3,16.66,382.8,293.3,6610,9027.15
08/08/2017,22.79,74.9,55.3,85.35,15.22,481.9,1966,59.65,227.2,83.25,82.45,247.2,482.5,2181,363.5,91.65,16.92,393.7,297.3,6670,9162.33
07/08/2017,22.62,74.6,55.65,85.4,15.27,483.4,1971,59.5,228.2,83.15,82.05,247.4,482.5,2179,362.9,91.9,16.96,396.1,298.1,6660,9155.13
04/08/2017,22.75,74.45,55.5,85.35,15.27,482,1980,59,228.5,83.25,82.6,248,480.5,2181,362.8,92.05,17.06,398.7,297.2,6730,9176.99
03/08/2017,22.76,73.95,55.75,84.35,14.96,475.6,1964,58.4,230.3,82.6,82.35,246.9,479.2,2169,361.7,94.95,16.94,396,298.6,6735,9136.61
02/08/2017,22.8,74.4,55.55,83.1,14.92,473.5,1973,58,232.6,82.25,82.75,246.5,477.6,2159,361.6,94.7,16.92,392,298.7,6635,9122.68
31/07/2017,22.7,73.8,54.7,82.15,14.88,465.2,1925,57.85,230,81.7,82.4,244.9,472.7,2138,353,93.25,16.82,383.9,294.8,6665,9055
28/07/2017,22.67,73,54.1,81.9,15.13,457.7,1913,57.55,231.4,81.7,81.65,242.5,471.9,2151,347.4,92.8,16.9,382.8,293,6650,9019.31
27/07/2017,22.47,72.75,54.65,80.6,14.67,453.4,1916,57.35,233.1,81.55,81.75,242.9,474.4,2175,346.1,92.7,17.4,377.5,293,6655,9017.79
26/07/2017,22.32,72.45,53.3,79.45,14.71,451.4,1919,57.3,231.1,82.35,80.8,242.4,472.3,2175,343.3,91.95,17.3,369,290.5,6565,8990.34
25/07/2017,22.3,71.6,53.75,78.9,14.58,447.8,1905,57.45,214.6,82.15,79.8,242.1,466.5,2170,341.7,91.65,17.27,368.2,289.9,6490,8937.9
24/07/2017,22.19,70.85,52.1,79.1,14.45,447.8,1901,57.15,213.1,81.85,79.55,242.6,467,2191,338,90.45,16.99,366,285.7,6460,8898.23
21/07/2017,22.54,71.4,49.87,79.9,14.24,451.1,1921,56.4,214.9,82.6,80.3,244,469.6,2214,337.6,90.7,16.67,371.1,286.6,6445,8938.68
20/07/2017,23.24,72.3,50.65,80,14.5,457.9,1901,56.85,216.7,83.4,81.3,245.3,471.5,2255,341.5,90.15,17.01,364.3,288.3,6505,9027.37
19/07/2017,23.9,72.7,50.55,79.8,14.44,456.9,1960,56.7,217.5,83.35,81.2,244.1,470.2,2260,341.3,90.15,16.95,360.5,287.4,6475,9024.32
18/07/2017,23.78,72.35,50.45,79.4,14.32,456.3,1965,57.2,214.4,83,80.5,243.2,467.5,2253,339.6,89.75,16.78,359,286.6,6450,8977.98
17/07/2017,24.13,72.35,50.65,80.8,14.61,459.4,1977,57.45,215.9,83.6,80.15,246,468.1,2261,343.8,90.7,16.89,363.1,289.8,6460,9038.65
14/07/2017,24.12,73,50.75,79.85,14.63,457.9,1958,56.7,214.5,84,79.9,245.9,466.1,2341,343,90.2,16.86,353.8,291,6460,9034.57
13/07/2017,24.12,72.75,51.3,79.5,14.74,455.6,1912,56.9,212.2,83.8,79.7,243.1,467.5,2342,343.3,90.45,16.87,352.1,290.4,6380,9003.57
12/07/2017,24.3,72.55,51.25,79.2,14.61,456.5,1906,56.95,215,83.7,80.5,243.4,466.4,2332,342.1,90.45,16.8,351.2,289.6,6380,9015.6
11/07/2017,23.85,71.8,50.7,77.9,14.55,447.6,1884,55.85,210.3,82.3,78.8,238.5,462.4,2295,341.5,90.45,16.84,348,286.5,6185,8874.07
10/07/2017,23.8,73.35,51.8,78.3,14.63,448.6,1905,56.25,209.8,82.9,79.5,241.2,465.2,2320,342.1,91.05,16.94,352.3,289.2,6230,8943.84
07/07/2017,23.7,72.45,51.6,78.15,14.62,447.3,1885,55.55,211,81.85,79.05,240.5,463.1,2287,338,90.55,16.84,355.1,286.9,6205,8883.27
06/07/2017,23.8,72.55,51.4,77.5,14.52,445,1892,55.65,210.4,82.25,78.85,241.9,463.4,2290,336.3,90.45,16.71,349.2,286.1,6205,8886.95
05/07/2017,23.89,72.9,52.2,79.15,14.46,448.7,1928,56.2,214.5,82.4,80.15,244.5,466.6,2316,335.3,89.6,16.71,355,285.8,6260,8954.1
04/07/2017,23.72,72.75,51.75,79.25,14.44,448,1921,56.2,212.6,83.05,80.35,245.4,468.4,2320,335.5,89.4,16.71,351,284.6,6175,8971.4
03/07/2017,23.96,73.5,51.85,79.6,14.31,451,1917,56.4,213.1,83.7,80.6,246.4,469,2326,332.6,89.15,16.79,356.8,284.7,6200,9009.81
30/06/2017,23.68,72.9,50.45,79,13.86,447.2,1918,54.9,207.3,83.45,79.8,244.2,462.7,2322,323.6,87.65,16.24,354.1,279.1,6160,8906.89
29/06/2017,23.63,72.85,51.3,78.6,14.1,446,1913,55,204.7,83.65,80.45,246.9,463.9,2310,323.3,87.8,16.36,353.4,276.3,6145,8944.04
28/06/2017,24.07,73.55,51.65,80,13.82,452.5,1927,56.35,207.5,85.4,82,251.2,464.9,2342,325.3,88.55,16.29,360,278,6195,9076.73
27/06/2017,24.4,73.7,51.65,80.2,13.74,453.8,1931,56.4,207.6,84.3,82.8,252,465,2355,322.7,88.8,16,362,281.7,6280,9072.92
26/06/2017,24.63,73.85,51.35,80.45,13.49,457,1947,56.25,208.2,85.65,83.4,251.7,469.3,2375,323.9,89.4,15.71,367.5,284.4,6310,9121.22
23/06/2017,24.57,73.7,50.9,80.6,13.35,458.5,1956,55.95,208.6,82.1,83.7,252.8,468.4,2364,323.9,89.3,15.61,369.1,284.6,6375,9032.89
22/06/2017,24.58,74.4,51.05,80.8,13.43,457.8,1977,55.55,207.6,82.25,83.8,252.8,467.2,2363,325.7,89.4,15.76,370.9,286.9,6400,9051.27
21/06/2017,24.61,74.4,50.95,80.15,13.5,461.5,1996,55.75,206.3,82.8,79.85,252.4,468.2,2378,329.5,89.55,15.74,368,289.2,6465,8985.61
20/06/2017,24.49,74.6,51.2,80.4,13.46,462.2,1993,55.75,204.2,84,79.8,253.1,467.2,2387,334.3,90.35,15.68,370.6,292.5,6360,9023.55
19/06/2017,24.77,75.1,51.55,80.85,13.61,464,2000,56.55,204.7,83.45,79.2,255.5,467.5,2402,332.2,89.5,15.85,372.9,292,6405,9030.3
16/06/2017,24.5,74.45,51.75,80.1,13.16,459.5,1975,56.35,202.6,83.45,78.1,254.2,465.9,2389,330.1,88.25,15.78,364.6,289.6,6375,8963.29
15/06/2017,24.24,73.7,51.05,79.6,13.04,450.6,1968,55.8,198.2,81,78.45,251.9,456.5,2351,324.3,87.45,15.63,363.5,285.9,6240,8853.01
14/06/2017,24.36,73.5,50.55,79.5,13.18,449.9,1989,56.55,200.2,80.65,78.55,250.1,460.3,2344,325.6,88.3,15.6,368.7,286.9,6280,8849.4
13/06/2017,24.43,73.8,50.85,79.7,13.32,447.3,1976,56.8,198.1,80.75,78.8,250.7,458.3,2319,325.1,88.05,15.75,368,286.2,6330,8867.07
12/06/2017,24.23,72.8,49.49,78.55,13.31,445.8,1954,56.7,197.3,80.55,78.1,249.6,457.5,2295,322.7,88.05,15.47,360.5,284.3,6265,8807.85
09/06/2017,24.58,73.25,50,79.3,13.43,450.4,1966,57,203.2,80.95,78.8,247.8,458.6,2320,322.9,87.25,15.49,362.3,284.9,6330,8845.85
08/06/2017,24.47,73.3,49.9,79,13.21,448.9,1953,56.3,199.3,80.95,78.5,247.5,459.2,2299,319,87.15,15.34,358.4,282.9,6275,8811.62
07/06/2017,24.38,72.4,49.77,79.45,13.25,452.3,1960,56,200.1,82.8,78.55,248.5,460.5,2310,320.1,87.45,15.46,366.4,282.8,6310,8876.73
06/06/2017,24.55,71.8,49.4,78.8,13.19,453.2,1994,56.5,201.8,83.4,78.75,250.4,461.1,2297,317.6,87.4,15.35,368.2,283.3,6340,8908.27
02/06/2017,24.83,73.05,49.9,81.5,13.36,455.8,2014,57.6,206.7,82.95,79.4,264.9,463.1,2322,323.3,88.55,15.44,382.5,284.3,6315,9043.96
01/06/2017,24.39,72.7,50,80.75,13.27,454.2,2008,57.95,200.6,82.8,79.35,264.8,465.9,2326,323.9,88.7,15.51,376.8,285,6290,9024.92
31/05/2017,24.33,72.2,50.15,80.8,13.3,453.4,1987,58.15,200.6,82.65,79.3,265.8,464.4,2305,323.1,88.3,15.4,375.2,284.7,6240,9016.64
30/05/2017,24.31,72.25,50.55,80.5,13.46,449.6,1993,58.5,203.3,82.35,78.6,266.7,462.3,2300,325.1,88.1,15.67,377.7,283,6150,9007.54
29/05/2017,24.36,72.85,50.95,81.25,13.61,452.7,2006,58.8,204.9,82.4,78.5,266.5,465.1,2316,325.2,88.45,15.9,378.8,285.5,6190,9031.96
26/05/2017,24.32,73,51.05,81.25,13.69,449.9,1998,58.3,205.4,82.85,78.6,266.6,465.3,2316,321.8,87.65,15.85,379.2,286.1,6235,9042.03
